order_id,review_score,review_comment_message,delivery_delay_days,sentiment_result,sentiment,theme
0a66244c735378791bf14412b6c97df0,4.0,"Adorei fazer a compra, veio no prazo direitinho, só acho que a peça do liquidificador tinha que vir com a borracha de vedação.",-20.0,"[{'label': '3 stars', 'score': 0.30633533000946045}]",Neutral,good experience
d77f5a013b0d47e99197422a47b3b139,5.0,"Gostei muito do que comprei e,a entrega se deu bem rápida! ",-14.0,"[{'label': '5 stars', 'score': 0.5970685482025146}]",Positive,good experience
dab23a46abb860b6b4816df41eacd610,5.0,"Gostei muito do produto,super recomendo....",-6.0,"[{'label': '5 stars', 'score': 0.7611556649208069}]",Positive,good experience
28bbae6599b09d39ca406b747b6632b1,1.0,Ja passou do prazo e eu ainda nao recebi o produto. O correio disse que veio em minha casa mas que não tinha ninguém pra atendê-lo. Impossível. Fico em casa o dia todo !! ,38.0,"[{'label': '1 star', 'score': 0.8086519241333008}]",Negative,other
faf590b30d6a5dd0430cf8713a6455c2,2.0,"Comprei 3 unidades e só foi entregue 1 unidade!!
O problema não é do vendedor e sim da empresa que efetua a entrega.
Estou aguardando alguma providência por parte da lannister!",-46.0,"[{'label': '1 star', 'score': 0.7993066906929016}]",Negative,other
a92334f188d0def0f230671c7dec9b0e,2.0,"Comprei dois kits e recebi 1a pessoa que separou achou que o shampu e o bálsamo seriam os 2 mas o kit contém um shampu e o bálsamo e foi só 1 que eu recebi 
",-21.0,"[{'label': '1 star', 'score': 0.5337383151054382}]",Negative,other
3d8e9d3181857e64419e3f61f40f9645,1.0,"Comprei um relógio e na descrição do produto estava acompanhando a caixinha e não veio. Me senti enganada! Enviei email e não tive retorno.
A descrição do produto deve ser real para os consumidores.",-13.0,"[{'label': '1 star', 'score': 0.8594927787780762}]",Negative,other
1e90a410c4be85320d64e5a0cbed9291,5.0,"Além de bonito, bem acabado. Entregue no prazo.",-14.0,"[{'label': '4 stars', 'score': 0.45764288306236267}]",Positive,other
5850461d2bc7d1529169bafae36a1165,2.0,comprei um kit com uma mascara magic color e chegou pra mim uma mascara energetica forever liss. Quero a correta.,-23.0,"[{'label': '5 stars', 'score': 0.3394666612148285}]",Positive,other
d34609f0a5940b1e6055d239899b8932,4.0,"Produto de boa qualidade. Poderia ser um pouquinho mais alta a parte lateral, no geral é bom.",-10.0,"[{'label': '4 stars', 'score': 0.6258190870285034}]",Positive,product quality
1960190ca65fb64227cf890a91874094,4.0,*,-1.0,"[{'label': '3 stars', 'score': 0.24289241433143616}]",Neutral,other
c74cf1ca276671008659269ab5a0d058,1.0,veio uma amostra e não o tubo de base ,-14.0,"[{'label': '1 star', 'score': 0.5226357579231262}]",Negative,other
c7251baaf7027ca152af5e7ce2b7e5d9,5.0,"Encomendado na loja, muito bem tratado.
Entregue em casa em perfeitas condições.
😊
",-11.0,"[{'label': '5 stars', 'score': 0.6694582104682922}]",Positive,other
25d0455ca29c6f58e491a90065954af0,5.0,Nota 1000,2.0,"[{'label': '5 stars', 'score': 0.2736409604549408}]",Positive,other
3ac5f81cae4e0191f17d05323fb9ce6f,3.0,A kunai e bem frágil na ponta ... Mas meu filho ficou bem feliz com esse presente ! ,-23.0,"[{'label': '4 stars', 'score': 0.46623173356056213}]",Positive,other
25e5f6a88a4525f820943240376c45c5,2.0,ACHO UM DESCASO COM O CONSUMIDOR ESS TIPO DE ATITUDE,19.0,"[{'label': '2 stars', 'score': 0.36937886476516724}]",Negative,other
8c78d01de3a9009e23d6877a7cc9be20,3.0,"Ainda faltam me entrega um produto ,quando chega eu avilo melhor .",-36.0,"[{'label': '1 star', 'score': 0.33324334025382996}]",Negative,other
934e266bc66e8ed5bba8266dfde60175,1.0,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. ",-23.0,"[{'label': '1 star', 'score': 0.6978311538696289}]",Negative,other
a4e584c6dc40947a851d93c60fe9c50c,5.0,Ok,0.0,"[{'label': '3 stars', 'score': 0.49511390924453735}]",Neutral,other
651b7b5c39ef65afb938cb9dc649b850,5.0,Ótimo produto.,-12.0,"[{'label': '5 stars', 'score': 0.42819371819496155}]",Positive,good experience
4b9fec2aafb24c7a29deb4edfea665b5,5.0,"Nota mil, tudo perfeito.",-18.0,"[{'label': '5 stars', 'score': 0.7076468467712402}]",Positive,good experience
a2189edb3c692c5c1ff9dfcb7a4c2208,5.0,"Produto chegou antes do prazo previsto, bem embalado.",-20.0,"[{'label': '4 stars', 'score': 0.37558868527412415}]",Positive,other
4aa0a4cc479d198113baae85bbb801c8,5.0,muito bom,-18.0,"[{'label': '5 stars', 'score': 0.6459388136863708}]",Positive,other
917860628f5261ebf4e484215cfe279c,1.0,"comprei um produto Kit 3 Magnésio Dimalato 1g 60 Comprimidos e recebi o produto contendo 260mg, isto é 1/4 do que comprei",-17.0,"[{'label': '1 star', 'score': 0.40522557497024536}]",Negative,other
7a363dd1eb003c19a36e4eba73e3105d,4.0,"O status da entrega é ruim, sempre desatualizado, mostra que teve erro na entrega, mudam o prazo e no fim entregam antes. ",-9.0,"[{'label': '2 stars', 'score': 0.4849761426448822}]",Negative,product quality
7cd9ffeaee65a09e32ccf456b90784df,5.0,tudo correto com a compra e a entrega,-15.0,"[{'label': '5 stars', 'score': 0.4633566439151764}]",Positive,other
65cf674e5955bda301bb6619ddc9d7bd,1.0,"não poço dar a minha oponião, porque ainda não recebir, deixa chegar para pode falar alguma coisa.",9.0,"[{'label': '3 stars', 'score': 0.29428672790527344}]",Neutral,other
cb64fe77f78101ce43bdffc7be77c9a4,4.0,Produto chegou dentro do prazo,-21.0,"[{'label': '1 star', 'score': 0.4236481487751007}]",Negative,other
3469cd5864fcd9a98df4399780a22cc0,5.0,Tudo ok.,-3.0,"[{'label': '5 stars', 'score': 0.4403349459171295}]",Positive,other
a73decd86173a2da359011bebf8e4ac4,5.0,O produto chegou antes do prazo esperado.,-28.0,"[{'label': '1 star', 'score': 0.42944905161857605}]",Negative,other
4225edaa7ed111e8f866bb6e60e2152b,5.0,"Ótimo, chegou antes do que eu esperava muito rápido",-19.0,"[{'label': '3 stars', 'score': 0.2722800076007843}]",Neutral,good experience
3c39f4ac4b4520bfaaba2cee448cd823,1.0,NUNCA aconteceu isso antes com relação às minhas compras no e-commerce das Lojas lannister. NUNCA. Ainda não recebi o produto e nem sei se vou receber. Peço entrarem em contato comigo urgente.,31.0,"[{'label': '1 star', 'score': 0.8215125203132629}]",Negative,customer service
eac4ffbe456464bdc3ce5f001b6439c5,5.0,Excelente. Recomendo.,-20.0,"[{'label': '5 stars', 'score': 0.814469575881958}]",Positive,good experience
b002cdf5888b0cb1d98500e23f77453b,3.0,Assento plástico veio fora de geometria e furos de alojamento dos parafusos fixação não coincidem com furos da estrutura metálica.,-17.0,"[{'label': '2 stars', 'score': 0.4560060501098633}]",Negative,other
3461745647fb12cf7450b0ca1df45286,5.0,Muito bom comprar por lannister,-10.0,"[{'label': '5 stars', 'score': 0.6030809879302979}]",Positive,other
8ebf7a16041c5ed735384020269ae2b6,5.0,muito bem atendido,-20.0,"[{'label': '5 stars', 'score': 0.6316496729850769}]",Positive,other
3679e0339c071380b211099f6dfb8729,1.0,"O prazo de entrega foi de 28 dias. Chegou antes do prazo, mas demorou 3 semanas entre a compra e a chegada. ",-12.0,"[{'label': '1 star', 'score': 0.35700735449790955}]",Negative,late delivery
29e40e2efb1493c943466c5e401d08ab,5.0,Tudo perfeito ,-15.0,"[{'label': '5 stars', 'score': 0.7509738802909851}]",Positive,good experience
a21488f55d20f5d8ff41c2f3a2408cb6,1.0,Comprei um produto que tinha rádio e veio somente mp3 . Tenti contactar o vendedor mas na nota não tem telefone e o que consegui na internet ninguém atende. ,-4.0,"[{'label': '1 star', 'score': 0.6433523297309875}]",Negative,other
3cc3880ee6731dbeea8ec3d2d9f5b24a,5.0,Recomendo ,-10.0,"[{'label': '5 stars', 'score': 0.5113050937652588}]",Positive,good experience
834bdbbdc1729b2ae17520e7a32397fb,5.0,Determinado ,-8.0,"[{'label': '5 stars', 'score': 0.3753388822078705}]",Positive,other
07bfea8893b7262f7d61cfb2068b12c3,3.0,A capa é boa mais não encaixa perfeitamente no aparelho deixando parte da câmera e sensor de digital cobertos ,7.0,"[{'label': '2 stars', 'score': 0.5011451244354248}]",Negative,packaging damage
e335a52111017a791750a77349aa2dbe,5.0,O produto chegou antes do prazo estabelecido e exatamente como foi descrito.,-17.0,"[{'label': '5 stars', 'score': 0.5328912734985352}]",Positive,other
e55507dc5f963fbdb8ae1c47181974b5,5.0,Chegou antes da primeira compra.,-20.0,"[{'label': '1 star', 'score': 0.2825345993041992}]",Negative,other
a9b0a7015644d713589e4836e2621897,5.0,O prazo 06/04/2018 ontem 23/03/2018 o produto me foi entregue ás 15:00 quase 13 dias de antecipação do prazo. Tudo normal com o produto dentro da minha expectativa. Nota 10 para o vendedor.,-13.0,"[{'label': '1 star', 'score': 0.6297628283500671}]",Negative,other
5bd1a9bce151c7b6f014c44d3bd1dd08,5.0,Ótimo produto recomendo chegou bem antes do prazo,-25.0,"[{'label': '5 stars', 'score': 0.46121612191200256}]",Positive,good experience
8125fe0b0c7e59423a24402d9cb3ad85,1.0,Não recebi a mercadoria...ESTÁ MUITO ATRASADA A ENTREGA...,7.0,"[{'label': '1 star', 'score': 0.7066583037376404}]",Negative,late delivery
56c68bdc0271f13c3037a5bb26d520ad,5.0,"EU DE COMPRAR NA baratheon, AINDA NAO TIVE QUE RECLAMAR ESPERO QUE CONTINUA ASSIM OBRIGADA. ",-10.0,"[{'label': '5 stars', 'score': 0.4847765862941742}]",Positive,other
9afefeea80a45adfd67f304e735aed05,5.0,Muito rapido. Satisfeita,-8.0,"[{'label': '5 stars', 'score': 0.520582914352417}]",Positive,other
be2daa888694c8fa4bc8aaec2c95ddd0,5.0,"Muito resistente, ainda não peguei chuva com ela , apesar de ser 45l ela é grande , muito boa mesmo ",-20.0,"[{'label': '5 stars', 'score': 0.6480312943458557}]",Positive,other
ebb5e749c1cd84b16d8628c9668d7282,5.0,Produto ótima qualidade super rápido a entrega,-14.0,"[{'label': '5 stars', 'score': 0.7506629824638367}]",Positive,product quality
7297f6bfea2a33ef176cff30f467aa41,5.0,Produto de qualidade. Somente a entrega efetuada através dos Correios demorou mais de 30 dias.,7.0,"[{'label': '4 stars', 'score': 0.4075002074241638}]",Positive,late delivery
5b113b47da093bc2cbbc7797aeee7994,5.0,produto igual ao descrito no site - fiquei satisfeita,-16.0,"[{'label': '5 stars', 'score': 0.45757246017456055}]",Positive,other
ee7de003de847c16e21f5298adf1d963,5.0,O produto foi entregue antes do prazo previsto parabéns pela pontualidade.,-20.0,"[{'label': '1 star', 'score': 0.3126271069049835}]",Negative,other
9f6fbfd6d1361fb26a26f6e26265589a,2.0,"Não recebi o produto paguei por boleto e não teve uma explicação o porque tiveram problema com a entrega.
Eu gostaria de saber , pois sempre recebi tudo que comprei.
Aguardo uma resposta",7.0,"[{'label': '1 star', 'score': 0.7339149117469788}]",Negative,customer service
7d1541a6b298a1d3e07f889c595e69c3,4.0,MUito bom produto. Recomendo.,-12.0,"[{'label': '5 stars', 'score': 0.6986317038536072}]",Positive,good experience
57cf6eb1706dddd95bd2f102339400a1,5.0,Obrigado,-13.0,"[{'label': '5 stars', 'score': 0.315584272146225}]",Positive,other
ab463224aae0075d819f1a6a7d99e9ab,5.0,"Adorei, era do tamanho que precisava.",-9.0,"[{'label': '5 stars', 'score': 0.5467384457588196}]",Positive,good experience
8accd50880b882387ddd4a36d0b1b7d4,5.0,"Otimo produto,parabéns.",-2.0,"[{'label': '3 stars', 'score': 0.2879846692085266}]",Neutral,other
419a5db6d2b2929fde6db58ea884dcb0,5.0,Chegou antes do prazo. Tudo certinho! Obrigada.,-3.0,"[{'label': '5 stars', 'score': 0.5722280144691467}]",Positive,other
ba7da71e493836130bdb223e6e2fd4d4,4.0,"Passou do prazo foi entregue bem depois, mais veio o produto correto.",-2.0,"[{'label': '2 stars', 'score': 0.3712940812110901}]",Negative,other
29760b4b3e268c6ac38bf18c85c89d88,1.0,"Produto totalmente fora das medidas do aparelho, a capa tampa quase todo o leitor de digitais, e a película é tão pequena que nem consigo deixar no aparelho.",-14.0,"[{'label': '1 star', 'score': 0.7732427716255188}]",Negative,other
ddaacb72e21c68c2863a84aa4b3e281d,5.0,"Lindas, amei, veio certinho o meu produtos.",-8.0,"[{'label': '5 stars', 'score': 0.2819998860359192}]",Positive,other
6c2387fc5fc6d5e9a192766eb6e75da5,4.0,Satisfeita com aquisição.,-19.0,"[{'label': '4 stars', 'score': 0.5649620294570923}]",Positive,other
fa9ef315051f18a68686aca274ae8f2a,5.0,Gostei muito da cortina!!! É linda!!! Do jeito que eu queria!!! Fiquei muito satisfeita!!! Chegou bem antes do prazo. Obrigado!!! As lojas lannister são sempre muito eficientes!!! ,-17.0,"[{'label': '5 stars', 'score': 0.7600199580192566}]",Positive,good experience
d8823f4e35f58bef4822771f326d6153,5.0,"Produto entregue no prazo, qualidade muito boa, bem acondicionado e embalado.",-14.0,"[{'label': '5 stars', 'score': 0.6208648681640625}]",Positive,product quality
477be8918d7fc5cede601e622c0870e8,5.0,"O produto é de alta qualidade. Acabamento bem feito, entregue antes do prazo. Já testei e estou muito satisfeito.",-14.0,"[{'label': '5 stars', 'score': 0.7127326130867004}]",Positive,product quality
a589caa6892ceacc6bbf2f8cc30a8ad4,5.0,otimo produto. prazo cumprido. sabor tambem muito bom! ,-21.0,"[{'label': '5 stars', 'score': 0.5705687403678894}]",Positive,other
98798990f1f8bbef14ca35de7a895ee2,5.0,"Chegou Dentro do Prazo, não veio Amassada.
Ainda Não testei mas parece ser muito boa",-14.0,"[{'label': '3 stars', 'score': 0.2934994697570801}]",Neutral,packaging damage
83d9d9a85946d3089b6b360120a54dcf,1.0,Não consigo contato para saber notícias do produto.,-12.0,"[{'label': '1 star', 'score': 0.5205403566360474}]",Negative,customer service
2824dbb32a0701afe0730559fbbd6513,5.0,"Parabéns, eu gosto muito das LOJAS lannister e principalmente da lannister.com onde a gente pode comprar pela internet e buscar na loja mais próxima.",-21.0,"[{'label': '5 stars', 'score': 0.4287382662296295}]",Positive,other
ceaf86ddb7d33482ac58dc3afc2f2f8c,3.0,"gostei muito do produto, mas entregaram na cor errada. Comprei lilas e recebi rosa. vou ficar com ele mesmo assim",-15.0,"[{'label': '2 stars', 'score': 0.4313199818134308}]",Negative,good experience
dccdda90e3f3d9225e29e4b4bd96855f,1.0,"Péssima pois a colcha não é um cobre leito e o tecido é de lançou fino e ainda veio com defeito nas capas das almofadas,estão descusturadas ",-13.0,"[{'label': '1 star', 'score': 0.8520457744598389}]",Negative,product quality
dcefbcc0abf928c96a94c20fdae4e85d,5.0,"Leve, pequeno, encaixa bem na orelha, pareia com facilidade, possui um bom som, ótimo alcance (aproximadamente 10 metros). Ainda não posso falar sobre a duração da bateria e a resistência a água.",-13.0,"[{'label': '4 stars', 'score': 0.5612378120422363}]",Positive,packaging damage
a4bc1696d87f667da1b782b7707358ad,4.0,Muito bom o acessório a luva.,0.0,"[{'label': '5 stars', 'score': 0.4834679961204529}]",Positive,other
bf0e3e56f8900efaafc1325b7c74372c,5.0,"Estava previsto pra en receber em 30 dias contudo, recebi em 15 dias. Parabéns!!",-17.0,"[{'label': '1 star', 'score': 0.5036506652832031}]",Negative,other
9320dfc3fd49dc6e3fb9f688c8ea6c37,3.0,"Recebi o produto bem antes da data prevista para entrega, porém o produto veio em dois pontos rachados. Não sei em que momento isso ocasionou.
",-14.0,"[{'label': '2 stars', 'score': 0.4871625006198883}]",Negative,other
4a1ea52e0dfcd2d974464a1cb86cfbf2,5.0,Tudo ok,-18.0,"[{'label': '5 stars', 'score': 0.4642485976219177}]",Positive,other
8551e4893fc1357dda960b1a7202b53d,5.0,"Gostei da mercadoria , é o que eu precisava.",-22.0,"[{'label': '5 stars', 'score': 0.4534008204936981}]",Positive,good experience
82574189caad5cf569fb8cfd3e9d9382,4.0,"Muito bom, cumpre a proposta, mas o custo beneficio não vale a pena.",-10.0,"[{'label': '4 stars', 'score': 0.6162949204444885}]",Positive,other
9ecd7832d0c751777b4538c062126bc2,4.0,"Recebi antes do prazo. Satisfeita.
",-21.0,"[{'label': '4 stars', 'score': 0.5297545194625854}]",Positive,other
53619dd8d4a6a651b7e864560eb84fa6,1.0,Estou aguardando o produto,5.0,"[{'label': '4 stars', 'score': 0.39427950978279114}]",Positive,other
8ac8caf128f503ff9cf86d1838fcd2ec,5.0,Eu gostei muito porque entregou o aparelho celular bem antes da data E é isso que nós precisamos qualidade rapidez e Transparência ,-10.0,"[{'label': '5 stars', 'score': 0.5807122588157654}]",Positive,product quality
288ed410bf6e7ce609f9d3147fc21ef2,5.0,O produto é de ótima qualidade! A entrega foi antes do prazo... Recomendo!,-14.0,"[{'label': '5 stars', 'score': 0.628997802734375}]",Positive,product quality
ad6245e3de2fc9824e89ff26e5274afd,5.0,"Chegou,antes do previsto e os pincéis viram como prometido ,achei eles bem macios ,eu amei ",-20.0,"[{'label': '1 star', 'score': 0.3347390592098236}]",Negative,other
bee402360958bd68274013f8b3ecb4f0,4.0,Gostei,-14.0,"[{'label': '5 stars', 'score': 0.42871877551078796}]",Positive,good experience
c570fdfe7c52f1a15c7f002b4dc46f6f,4.0,"A entrega foi feita no prazo , o produto veio bem embalado , porém o carregador não vem com o selo da Anatel e quando conectado na tomada não te permite mexer no celular. Deveria estar no site e caixa",-1.0,"[{'label': '2 stars', 'score': 0.3951103389263153}]",Negative,packaging damage
ad1aa8b8efedf5f8fc4712a4e380cc4d,2.0,Frustração,-10.0,"[{'label': '1 star', 'score': 0.6400868892669678}]",Negative,other
50f1da608adf7f52978abb3906273dad,5.0,fiquei muito satisfeito com a compra,-13.0,"[{'label': '5 stars', 'score': 0.5760353803634644}]",Positive,other
276e586682c7afb8f69a92fb276dc884,2.0,"A entrega foi rápida, mas a cor veio errada. Em vez de preto, entregaram um porta retrato branco. Não solicitei a troca porque era para um presente e não daria tempo.",-13.0,"[{'label': '2 stars', 'score': 0.4526159167289734}]",Negative,other
9924cc80e5c3a4c3ab96eda60f3ff72c,1.0,"Não recebi o produto, quero estornar a compra e receber o que paguei de volta.",10.0,"[{'label': '1 star', 'score': 0.8211598992347717}]",Negative,other
3c8d79ea0ac82caf57807f9cb39f8dee,3.0,"falta agora o terceiro e o i ultimo trlogio de 181.40,estou no aguardo",-2.0,"[{'label': '1 star', 'score': 0.4241155982017517}]",Negative,other
5d7e30ce84d0d3813b10a6d0ffb7884f,1.0,Não recebi um dos produtos..atendimento pelo sac é péssimo pessoas mal treinadas.sempre compro pelo site lannister nunca tive problemas mas dessa vez horrível..sem explicações atendentes péssimos ,-8.0,"[{'label': '1 star', 'score': 0.9233478903770447}]",Negative,product quality
c8fc63e28cfdb28172db4303396499ed,5.0,Produto chegou antes do previsto e possui ótima qualidade. Recomendo.,-8.0,"[{'label': '5 stars', 'score': 0.618596613407135}]",Positive,product quality
fb7bdd2f11b840e2a9897418aba45fa3,5.0,"Recomendo a compra, preço acessível, produto de boa qualidade e procedência! ",-15.0,"[{'label': '5 stars', 'score': 0.5263417363166809}]",Positive,product quality
061a6c0d2222c7c9f49a21e108579b49,5.0,Tudo ok ,-34.0,"[{'label': '5 stars', 'score': 0.4642485976219177}]",Positive,other
e25282d3cadf7b4c3a491dfb533dfdb0,5.0,Produto entregue bem antes do prazo e em perfeito estado. Recomendo.,-17.0,"[{'label': '5 stars', 'score': 0.5080242156982422}]",Positive,good experience
87cbf7ffbc8a1c96b554c759e6a6f5b0,5.0,"A lannister.com é excelente como loja online. Já fiz varias compras e todas foram bem sucedidas.
Unico senão: achei o frete caro.",-11.0,"[{'label': '4 stars', 'score': 0.6153075098991394}]",Positive,good experience
148a2bcb04ca38f2580d863dfd36b05f,5.0,Compro sempre atraves do baratheon e nunca tive problemas ,-3.0,"[{'label': '5 stars', 'score': 0.751939594745636}]",Positive,other
ee16c51f125b7df3e418ad66a3a95434,5.0,"Dentro do prazo, tudo certo com o produto!",-9.0,"[{'label': '5 stars', 'score': 0.5137742757797241}]",Positive,other
937ca79de438593867663c25fd34ea4b,3.0,"Mandei e-mail para lannister, mas ainda não respondeu, deram prazo de dois dias úteis que irá encerrar hoje.",-23.0,"[{'label': '1 star', 'score': 0.5670310854911804}]",Negative,other
e5e6a20a4c3fbe6ee280c01f8fe279cc,5.0,"Produto de ótima qualidade, com cores vivas e bem recortado. Deu um pouco de trabalho pra colocar (devido à falta de experiência) mas o resultado foi surpreendente!",-1.0,"[{'label': '4 stars', 'score': 0.6483737826347351}]",Positive,product quality
f3f12fc90564a9b036680a887cd64668,3.0,"Entrega muito demorada, apesar de não me atentar a isso quando fiz a compra, o prazo era de 30dias e mesmo assim ainda atrasou uma semana. A intenção era presentear minha filha no dia 12/10, não 01/11",-23.0,"[{'label': '1 star', 'score': 0.6392778754234314}]",Negative,late delivery
51274dc531d06d31c1e36aeadd41bc05,4.0,"Da forma descrita, chegou bem antes do prazo",-34.0,"[{'label': '3 stars', 'score': 0.368928998708725}]",Neutral,other
9c3d7e9c15eacd69760b2e438fd5e3bb,2.0,Fiz um pedido de três relógios e só chegaram dois. Estou aguardando chegar o outro e até agora nada. Já faz três dias que recebi os dois relógios.,-23.0,"[{'label': '1 star', 'score': 0.7876749038696289}]",Negative,other
222ca921eb7f9e8bb4fd4cc5af27d943,5.0,"Produto muito bom, só o frete que achei muito caro.",-18.0,"[{'label': '4 stars', 'score': 0.5954251289367676}]",Positive,other
0ffcc7c4e90436e138f698340e3d0e25,1.0,Ainda não recebi o produto ,14.0,"[{'label': '1 star', 'score': 0.6388528943061829}]",Negative,other
a711032f5b2df3b039238b1a273076b8,5.0,Ótimo atendimento!,-11.0,"[{'label': '5 stars', 'score': 0.5216693878173828}]",Positive,customer service
989cebf7c9ca6ad7ceb7afe72d6e823a,5.0,"A empreza e otima pessimo e a transportadora correios que retem o produto 4 dias parado sem rastreio
",-16.0,"[{'label': '1 star', 'score': 0.8727308511734009}]",Negative,other
1e4e642a89cc3c4bdbc8b9ac6299616a,5.0,Produto chegou com as especificações e em ótimo estado. Ótima loja,-7.0,"[{'label': '5 stars', 'score': 0.4252435564994812}]",Positive,good experience
6e6c4dabb25cc7d0d5792e6c6a0712ce,4.0,"As compras que fiz no site das lannister, sempre deram certo. 





















",-10.0,"[{'label': '5 stars', 'score': 0.4235762655735016}]",Positive,other
5f332fa4ad3167e08253c656a2fae4cc,1.0,Nada contra a loja. Apenas não recebi ,-12.0,"[{'label': '1 star', 'score': 0.7528696656227112}]",Negative,other
9887daa2e1181336df4be8ea011d196a,5.0,Realmente o produto é o q promete e chegou antes do prazo,-11.0,"[{'label': '5 stars', 'score': 0.6679151058197021}]",Positive,other
3bd83574ec8929f033dc1e477c01e802,5.0,Produto entregue no prazo.,-22.0,"[{'label': '4 stars', 'score': 0.3718216121196747}]",Positive,other
0a89bc2ec7e822a78b0cef45518d6217,5.0,Ocorreu tudo bem mas em outras compras eu recebia em casa tudo certo no prazo e nessa tive q ir buscar na agencia dos correios mim borrando de medo q os correios entrassem em greve so n gostei disso! ,-19.0,"[{'label': '2 stars', 'score': 0.31072258949279785}]",Negative,good experience
8092da256aefda13b330290d2ca86521,5.0,Entregue bem antes da data!! ,-7.0,"[{'label': '4 stars', 'score': 0.4068134129047394}]",Positive,other
